Feature,Gain,Split,Gain_pct
rolling_mean_7,144648548342.0,597,86.693
District,13909985381.0,456,8.337
rolling_mean_30,1852636548.0,151,1.11
price_change_7d,1389869129.0,362,0.833
lag_14,1175229242.0,98,0.704
lag_7,1168238969.0,135,0.7
WeekOfYear,827318281.3984375,267,0.496
price_change_30d,717159519.0,232,0.43
rolling_std_7,442285232.0,212,0.265
rolling_std_30,357475315.6298828,166,0.214
lag_21,222876532.296875,53,0.134
lag_30,110695600.0,41,0.066
records_aggregated,29563102.0,32,0.018
