Feature,Gain,Split,Gain_pct
rolling_mean_7,87404713467.0,144,59.882
rolling_mean_30,23382595762.0,110,16.02
Year,11198971580.0,39,7.672
month_sin,8117890953.0,56,5.562
WeekOfYear,7901188697.0,219,5.413
District,3875842749.0,310,2.655
lag_14,2135460312.0,59,1.463
price_change_30d,638234329.0,73,0.437
lag_30,486294700.0,71,0.333
Month,464388978.0,32,0.318
rolling_std_30,251150400.0,94,0.172
records_aggregated,105907780.0,17,0.073
