Feature,Gain,Split,Gain_pct
rolling_mean_7,53301386822.583984,770,46.292
District,38303543520.302734,1557,33.266
rolling_mean_30,8884532064.511719,718,7.716
lag_30,6004240545.09375,352,5.215
lag_21,2667912237.517578,296,2.317
price_change_30d,1549237088.8242188,688,1.346
WeekOfYear,1463013771.2123413,1362,1.271
lag_14,1197293172.9960938,337,1.04
rolling_std_30,1027204912.0361328,1030,0.892
rolling_std_7,484778780.5303345,863,0.421
records_aggregated,258390086.67016602,333,0.224
