Feature,Gain,Split,Gain_pct
rolling_mean_7,191665725621.82153,318,57.889
rolling_mean_30,84160445646.0,161,25.419
lag_7,44143737337.89844,143,13.333
price_change_7d,3494514571.0,258,1.055
District,2060777622.0,306,0.622
lag_14,2022038280.0,68,0.611
price_change_30d,1211954682.0,162,0.366
WeekOfYear,1153345562.0,238,0.348
month_sin,724826075.0,107,0.219
rolling_std_30,275894907.1953125,131,0.083
Month,180157064.0,39,0.054
