District,Commodity,Arrival_Date,Modal_Price,min_price_zero_flag,is_outlier_iqr,records_aggregated,Year,Month,DayOfWeek,WeekOfYear,Quarter,lag_1,lag_3,lag_7,lag_14,lag_21,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,rolling_std_30,days_since_last_observation,month_sin,month_cos,dow_sin,dow_cos,price_change_1d,price_change_7d,price_change_30d
Theni,Banana - Green,2026-06-15,2400.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,2500.0,2500.0,2250.0,2500.0,2500.0,2500.0,2432.1428571428573,2466.6666666666665,98.65162369240807,66.41475393492445,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.04,0.06666666666666667,-0.04
Coimbatore,Coconut,2026-06-15,4225.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4225.0,4250.0,4300.0,4325.0,4425.0,4625.0,4253.571428571428,4407.5,22.493385271265897,146.0913153263684,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.01744186046511628,-0.08648648648648649
Theni,Bhindi(Ladies Finger),2026-06-15,4000.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,4500.0,3500.0,2900.0,1500.0,2200.0,3000.0,3285.714285714286,2563.3333333333335,648.5331434053643,754.0617981321544,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.1111111111111111,0.3793103448275862,0.3333333333333333
Thirupathur,Bhindi(Ladies Finger),2026-06-15,2375.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,2375.0,2250.0,2375.0,2750.0,3750.0,4250.0,2375.0,3170.8333333333335,176.77669529665505,626.707437839761,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-0.4411764705882353
Theni,Bitter Gourd,2026-06-15,3800.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3000.0,3000.0,3000.0,3550.0,4550.0,5000.0,3035.714285714286,3811.6666666666665,224.9338527106078,759.9266449777351,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.26666666666666666,0.26666666666666666,-0.24
Cuddalore,Bitter Gourd,2026-06-15,6000.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,6250.0,6000.0,6000.0,6000.0,6000.0,7000.0,6035.714285714285,6216.666666666667,94.49111825230689,369.83997782205097,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.04,0.0,-0.14285714285714285
Thirupathur,Banana - Green,2026-06-15,2875.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2875.0,2883.3333333333335,0.0,146.56017555077818,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Theni,Cabbage,2026-06-15,4700.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,4400.0,4200.0,4500.0,4200.0,3800.0,3500.0,4450.0,4133.333333333333,132.2875655532376,299.7364742953282,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.06818181818181818,0.044444444444444446,0.34285714285714286
Theni,Coconut,2026-06-15,4000.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4000.0,4000.0,4350.0,4400.0,4600.0,4000.0,4279.166666666667,0.0,215.16666889234725,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-0.13043478260869565
Thirunelveli,Tomato,2026-06-15,4750.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4850.0,,5350.0,4400.0,4600.0,4400.0,5241.666666666667,4818.75,336.7739103117451,335.0390386319385,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.020618556701030927,-0.11214953271028037,0.07954545454545454
Theni,Green Chilli,2026-06-15,6000.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,6000.0,4000.0,5000.0,7000.0,5200.0,5250.0,4757.142857142857,5194.166666666667,720.2016913271397,785.9401171946879,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.2,0.14285714285714285
Theni,Mint(Pudina),2026-06-15,7000.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,6000.0,6000.0,6000.0,3500.0,3400.0,3000.0,6000.0,3996.6666666666665,0.0,1183.3568072789187,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.16666666666666666,0.16666666666666666,1.3333333333333333
Cuddalore,Bhindi(Ladies Finger),2026-06-15,4000.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,3000.0,3000.0,2500.0,2500.0,4000.0,3500.0,2892.8571428571427,3208.3333333333335,196.6989481173623,730.5917928748531,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.2962962962962963,0.5,0.14285714285714285
Thirunelveli,Pumpkin,2026-06-15,1500.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,1500.0,1500.0,1700.0,1500.0,1900.0,1700.0,1585.7142857142858,1706.6666666666667,106.90449676496948,161.74337556831574,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.11764705882352941,-0.11764705882352941
Theni,Pumpkin,2026-06-15,1700.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,1700.0,1800.0,1700.0,1700.0,1700.0,1700.0,1742.857142857143,1730.0,53.452248382484754,44.72135955001664,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Nilgiris,Coconut,2026-06-15,4750.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,4750.0,4750.0,4750.0,4250.0,4750.0,4750.0,4750.0,4725.0,0.0001147160930508579,100.64447498407254,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Salem,Pumpkin,2026-06-15,2225.0,False,False,12.0,2026.0,6.0,0.0,25.0,2.0,2200.0,2100.0,2100.0,2150.0,1950.0,1900.0,2135.714285714286,2023.3333333333333,47.559486560567414,104.8260737943113,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.011363636363636364,0.05952380952380952,0.17105263157894737
Coimbatore,Banana - Green,2026-06-15,4000.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4000.0,3975.0,3975.0,3975.0,3975.0,3200.0,3982.1428571428573,3765.8333333333335,12.198750911867046,347.8680966166312,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.006289308176100629,0.25
Thiruvarur,Onion,2026-06-15,3700.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,3200.0,3700.0,3500.0,3400.0,3200.0,3200.0,3585.714285714286,3380.0,247.84787961282092,193.69367924459954,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.15625,0.05714285714285714,0.15625
Pudukkottai,Banana - Green,2026-06-15,2750.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,3.263125438245095e-05,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Pudukkottai,Bhindi(Ladies Finger),2026-06-15,2750.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,3250.0,3250.0,3250.0,1750.0,2250.0,3650.0,3285.714285714286,2910.0,94.49111825230679,649.3232551319857,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.15384615384615385,-0.15384615384615385,-0.2465753424657534
Pudukkottai,Bitter Gourd,2026-06-15,7125.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,7500.0,7500.0,7125.0,6750.0,6625.0,5750.0,7375.0,6588.333333333333,360.8439182434965,730.5740932630666,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.05,0.0,0.2391304347826087
Dindigul,Banana - Green,2026-06-15,2600.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,2600.0,2625.0,2325.0,2250.0,2250.0,2250.0,2439.285714285714,2280.8333333333335,132.96078906418668,121.00216109022625,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.11827956989247312,0.15555555555555556
Chengalpattu,Coconut,2026-06-15,6500.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,6500.0,5750.0,5625.0,5750.0,5625.0,5625.0,5803.571428571428,5666.666666666667,313.3915852640067,257.0835545556698,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.15555555555555556,0.15555555555555556
Thiruvarur,Mint(Pudina),2026-06-15,5000.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,6000.0,5000.0,5000.0,5000.0,4500.0,4000.0,5500.0,4833.333333333333,499.99999999999943,592.0934999167738,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.16666666666666666,0.0,0.25
Pudukkottai,Cabbage,2026-06-15,4500.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4500.0,4500.0,4500.0,3500.0,3500.0,4457.142857142857,4173.333333333333,329.68238683690197,476.650188606734,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.2857142857142857
Pudukkottai,Coconut,2026-06-15,3500.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3740.0,0.0,30.51285766303867,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.06666666666666667,-0.06666666666666667,-0.06666666666666667
Dindigul,Bhindi(Ladies Finger),2026-06-15,2875.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,2875.0,2875.0,2475.0,1975.0,2275.0,3125.0,2814.285714285714,2622.5,149.90076082274646,418.0388325469772,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.16161616161616163,-0.08
Thiruvarur,Green Chilli,2026-06-15,3600.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4000.0,4800.0,5000.0,4000.0,3400.0,4314.285714285715,4300.0,397.61191895520665,480.6604651504406,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.1,-0.25,0.058823529411764705
Dharmapuri,Tomato,2026-06-15,3325.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3250.0,3700.0,3650.0,2800.0,3400.0,3200.0,3528.5714285714284,3316.6666666666665,239.54321610299695,296.41051837324807,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.023076923076923078,-0.08904109589041095,0.0390625
Thiruvarur,Coconut,2026-06-15,4000.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Pudukkottai,Mint(Pudina),2026-06-15,4750.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,4750.0,4750.0,4750.0,4500.0,4500.0,4600.0,4750.0,4638.333333333333,0.0,214.73051809725203,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.03260869565217391
Pudukkottai,Onion,2026-06-15,3750.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,3750.0,3750.0,3750.0,3500.0,2750.0,2750.0,3750.0,3225.0,0.0,456.5141535744594,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.36363636363636365
Pudukkottai,Pumpkin,2026-06-15,1250.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1255.8333333333333,0.0,22.440854574257845,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Chengalpattu,Green Chilli,2026-06-15,4500.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4750.0,4625.0,4625.0,4750.0,4625.0,4767.857142857143,4712.5,334.07655239052644,509.76456702392466,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.02702702702702703,-0.02702702702702703
Thiruvarur,Cabbage,2026-06-15,5600.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,5600.0,5600.0,5000.0,4800.0,4800.0,4400.0,5257.142857142857,4820.0,320.7134902949094,348.79101538568494,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.12,0.2727272727272727
Pudukkottai,Tomato,2026-06-15,3250.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3750.0,4250.0,4000.0,3250.0,4250.0,4250.0,4071.4285714285716,3950.0,472.45559126154023,355.9833394009277,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.13333333333333333,-0.1875,-0.23529411764705882
Dharmapuri,Pumpkin,2026-06-15,1550.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,1550.0,1700.0,1500.0,2150.0,1500.0,1900.0,1550.0,1719.1666666666667,70.71067811865449,240.83934884903707,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.03333333333333333,-0.18421052631578946
Pudukkottai,Green Chilli,2026-06-15,4750.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,4750.0,4750.0,4750.0,4750.0,3750.0,3750.0,4750.0,4313.333333333333,0.0,524.88641354718,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.26666666666666666
Perambalur,Pumpkin,2026-06-15,2200.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,2250.0,1900.0,1900.0,2200.0,1900.0,1900.0,1950.0,1901.6666666666667,132.28756555322954,120.69006568074555,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.022222222222222223,0.15789473684210525,0.15789473684210525
Thiruvarur,Pumpkin,2026-06-15,2400.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,2500.0,2500.0,2400.0,2500.0,2450.0,2000.0,2471.4285714285716,2381.6666666666665,48.79500364742589,165.82257517232802,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.04,0.0,0.2
Perambalur,Mint(Pudina),2026-06-15,7200.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,6000.0,6000.0,5750.0,4500.0,4500.0,3800.0,5885.714285714285,4585.0,143.5104111039905,791.1307926218551,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.2,0.25217391304347825,0.8947368421052632
Thiruvellore,Green Chilli,2026-06-15,5000.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,5000.0,5000.0,5500.0,5000.0,4500.0,4000.0,5142.857142857143,4850.0,243.97501823713336,559.4023904871631,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.09090909090909091,0.25
Nilgiris,Green Chilli,2026-06-15,5250.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,4750.0,4750.0,4750.0,5750.0,4750.0,5250.0,4964.285714285715,5050.0,267.26124191241956,379.4278814759831,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.10526315789473684,0.10526315789473684,0.0
Thiruvellore,Coconut,2026-06-15,6000.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,5964.285714285715,5991.666666666667,94.49111825230689,45.64354645876387,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Nilgiris,Mint(Pudina),2026-06-15,4750.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Nilgiris,Onion,2026-06-15,3000.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,3000.0,3000.0,3000.0,3100.0,2750.0,2600.0,3035.714285714286,2860.0,47.559486560563066,228.7145487885522,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.15384615384615385
Thiruvellore,Cabbage,2026-06-15,4500.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4500.0,4500.0,4000.0,3500.0,3500.0,4357.142857142857,3966.6666666666665,377.96447300922716,392.45762638245446,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.2857142857142857
Nilgiris,Pumpkin,2026-06-15,1750.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,1900.0,1750.0,1750.0,1900.0,1750.0,1900.0,1835.7142857142858,1810.0,80.17837257372734,74.7409318683989,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.07894736842105263,0.0,-0.07894736842105263
Nilgiris,Tomato,2026-06-15,4200.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,4425.0,4750.0,4550.0,4150.0,4225.0,3975.0,4675.0,4320.833333333333,133.0726618555818,258.40052889528187,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.05084745762711865,-0.07692307692307693,0.05660377358490566
Dindigul,Cabbage,2026-06-15,4500.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4500.0,4500.0,4500.0,3300.0,3300.0,4500.0,4020.0,0.0,524.1742274183713,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.36363636363636365
Thiruvellore,Bitter Gourd,2026-06-15,5000.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,5000.0,5000.0,5000.0,4500.0,4250.0,4000.0,5000.0,4591.666666666667,0.0,362.4826591175412,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.25
Perambalur,Banana - Green,2026-06-15,3500.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0.0,5.833644660687425e-05,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Thiruvellore,Bhindi(Ladies Finger),2026-06-15,4500.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4000.0,4000.0,4000.0,4000.0,4250.0,4035.714285714286,4075.0,94.49111825230679,133.74577015549826,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.125,0.125,0.058823529411764705
Perambalur,Bhindi(Ladies Finger),2026-06-15,3600.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,3800.0,3800.0,2900.0,2400.0,3800.0,3800.0,3371.4285714285716,3171.6666666666665,467.1341196212105,553.7775187111594,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.05263157894736842,0.2413793103448276,-0.05263157894736842
Perambalur,Bitter Gourd,2026-06-15,5200.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,5000.0,5800.0,5200.0,5000.0,4800.0,6000.0,5085.714285714285,5153.846153846154,338.76526498728606,409.12664956540493,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.04,0.0,-0.13333333333333333
Perambalur,Cabbage,2026-06-15,5200.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,5200.0,5200.0,4800.0,5000.0,4000.0,3400.0,5042.857142857143,4501.666666666667,198.80595947759647,547.1687839788916,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.08333333333333333,0.5294117647058824
Dindigul,Bitter Gourd,2026-06-15,4650.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4125.0,3000.0,3200.0,3875.0,3250.0,4500.0,3560.714285714286,3762.5,503.2927293619175,674.0494584329793,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.12727272727272726,0.453125,0.03333333333333333
Chengalpattu,Cabbage,2026-06-15,4000.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3750.0,3875.0,3750.0,3500.0,3250.0,2750.0,3714.285714285714,3262.5,213.04202581159277,492.7819514999898,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.06666666666666667,0.06666666666666667,0.45454545454545453
Thiruvellore,Banana - Green,2026-06-15,4000.0,False,False,4.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Perambalur,Coconut,2026-06-15,5500.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,0.0,0.0001576981969938105,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Perambalur,Green Chilli,2026-06-15,4500.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4750.0,4100.0,5000.0,5000.0,4600.0,4607.142857142857,4961.666666666667,381.2573184309021,445.0267975917023,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0975609756097561,-0.021739130434782608
Thiruvarur,Tomato,2026-06-15,3000.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,4000.0,4200.0,4550.0,3800.0,3800.0,3300.0,4450.0,4030.0,405.1748593714468,364.73892410683067,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.2222222222222222,-0.3333333333333333,-0.09090909090909091
Thiruvarur,Bitter Gourd,2026-06-15,5000.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,5000.0,5600.0,5800.0,6000.0,6000.0,5000.0,5471.428571428572,5418.333333333333,249.7617912751116,432.4117078173228,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.13793103448275862,0.0
Ramanathapuram,Banana - Green,2026-06-15,3100.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,3250.0,3000.0,3250.0,3250.0,3250.0,3250.0,3192.8571428571427,3233.3333333333335,101.77004891982142,107.74597626963869,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.046153846153846156,-0.046153846153846156,-0.046153846153846156
Ramanathapuram,Bhindi(Ladies Finger),2026-06-15,3250.0,False,False,3.0,2026.0,6.0,0.0,25.0,2.0,3250.0,3250.0,3250.0,4250.0,4650.0,4250.0,3342.8571428571427,4000.0,164.38920136009102,539.7956190492871,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,-0.23529411764705882
Thiruvarur,Bhindi(Ladies Finger),2026-06-15,4200.0,False,False,7.0,2026.0,6.0,0.0,25.0,2.0,4200.0,3400.0,3600.0,3200.0,4000.0,3400.0,3685.714285714286,3580.0,302.37157840738047,440.53259302488493,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.16666666666666666,0.23529411764705882
Thiruvannamalai,Coconut,2026-06-15,4500.0,False,False,8.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,2.845883047366493e-05,4.821416528323464e-05,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Ranipet,Mint(Pudina),2026-06-15,4000.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3750.0,3000.0,4000.0,2500.0,2000.0,2000.0,3428.5714285714284,2658.3333333333335,426.0840516231739,717.6450151823624,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.06666666666666667,0.0,1.0
Ranipet,Onion,2026-06-15,2700.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,2775.0,2625.0,2700.0,2325.0,2125.0,2050.0,2657.1428571428573,2325.0,83.80817098474013,237.80606413205714,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.02702702702702703,0.0,0.3170731707317073
Thiruvannamalai,Cabbage,2026-06-15,3300.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,3475.0,3825.0,3000.0,3625.0,2750.0,2750.0,3450.0,3135.0,353.553390593274,420.00615759032127,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.050359712230215826,0.1,0.2
Ranipet,Pumpkin,2026-06-15,3500.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,3500.0,3375.0,3375.0,2750.0,3000.0,3000.0,3428.5714285714284,3087.5,66.81531047811045,268.99798102049306,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.037037037037037035,0.16666666666666666
Dharmapuri,Cabbage,2026-06-15,4625.0,False,False,6.0,2026.0,6.0,0.0,25.0,2.0,4600.0,4450.0,4275.0,3975.0,3650.0,3575.0,4410.714285714285,3971.6666666666665,106.90449676492831,350.53735433137837,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.005434782608695652,0.08187134502923976,0.2937062937062937
Chengalpattu,Tomato,2026-06-15,4500.0,False,False,1.0,2026.0,6.0,0.0,25.0,2.0,4500.0,4125.0,3750.0,3500.0,3500.0,2750.0,4178.571428571428,3718.75,337.4007790659166,417.53381987668985,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.2,0.6363636363636364
Salem,Banana - Green,2026-06-15,2200.0,False,False,13.0,2026.0,6.0,0.0,25.0,2.0,2200.0,2200.0,2250.0,2250.0,2250.0,2200.0,2228.5714285714284,2233.3333333333335,26.726124191252048,23.973165074321848,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,-0.022222222222222223,0.0
Thiruvannamalai,Bitter Gourd,2026-06-15,5500.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,5500.0,4500.0,4450.0,4400.0,4400.0,4025.0,5064.285714285715,4596.666666666667,460.71889993996524,431.4537041799197,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.23595505617977527,0.36645962732919257
Salem,Bhindi(Ladies Finger),2026-06-15,2750.0,False,False,13.0,2026.0,6.0,0.0,25.0,2.0,2700.0,2750.0,2250.0,1625.0,2750.0,3500.0,2607.1428571428573,2613.3333333333335,200.89087300609677,537.9051533709049,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.018518518518518517,0.2222222222222222,-0.21428571428571427
Salem,Bitter Gourd,2026-06-15,4750.0,False,False,5.0,2026.0,6.0,0.0,25.0,2.0,4850.0,4750.0,4500.0,4250.0,4800.0,4725.0,4750.0,4673.333333333333,138.44373104865028,194.08642464085506,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.020618556701030927,0.05555555555555555,0.005291005291005291
Thiruvannamalai,Bhindi(Ladies Finger),2026-06-15,3675.0,False,False,8.0,2026.0,6.0,0.0,25.0,2.0,3300.0,3300.0,2750.0,2750.0,3300.0,3650.0,3121.4285714285716,3278.3333333333335,375.1190287285967,390.93904043130914,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.11363636363636363,0.33636363636363636,0.00684931506849315
Salem,Cabbage,2026-06-15,4200.0,False,False,13.0,2026.0,6.0,0.0,25.0,2.0,4200.0,4100.0,3750.0,3750.0,3250.0,3250.0,4028.5714285714284,3598.3333333333335,172.86107827082535,329.96429622250207,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.12,0.2923076923076923
Dharmapuri,Bitter Gourd,2026-06-15,4300.0,False,False,2.0,2026.0,6.0,0.0,25.0,2.0,4600.0,4500.0,4325.0,3850.0,4575.0,4175.0,4435.714285714285,4198.333333333333,254.48360411213892,307.30568105584683,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.06521739130434782,-0.005780346820809248,0.029940119760479042
Thiruvannamalai,Banana - Green,2026-06-15,1800.0,False,False,8.0,2026.0,6.0,0.0,25.0,2.0,1800.0,1800.0,1800.0,1800.0,1800.0,1775.0,1796.4285714285713,1798.3333333333333,9.44911182523066,6.34270329256156,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.014084507042253521
Salem,Coconut,2026-06-15,4750.0,False,False,13.0,2026.0,6.0,0.0,25.0,2.0,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0,4775.0,0.00013400849246001932,76.28214415759592,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,0.0
Salem,Green Chilli,2026-06-15,4700.0,False,False,13.0,2026.0,6.0,0.0,25.0,2.0,4750.0,4700.0,4700.0,4750.0,4700.0,3800.0,4692.857142857143,4651.666666666667,67.25927091346666,182.64499829528285,1.0,1.2246467991473532e-16,-1.0,0.0,1.0,-0.010526315789473684,0.0,0.23684210526315788
