Feature,Gain,Split,Gain_pct
rolling_mean_7,394914297134.0,867,74.122
District,42051427562.0,1518,7.893
WeekOfYear,39971365970.0,1079,7.502
rolling_mean_30,26894169363.0,136,5.048
price_change_30d,8690583624.0,334,1.631
month_sin,5743253770.0,310,1.078
Month,5194105292.0,134,0.975
lag_14,3543076999.0,23,0.665
Year,3464578536.0,209,0.65
rolling_std_30,1723572534.0,116,0.324
lag_21,325377910.0,49,0.061
rolling_std_7,272433381.0,66,0.051
