Feature,Gain,Split,Gain_pct
rolling_mean_7,473653276236.0,341,94.827
lag_1,14806483317.0,285,2.964
rolling_mean_30,6635687205.0,73,1.328
price_change_7d,1695886932.0,274,0.34
price_change_1d,1232215286.0,247,0.247
District,436284054.0,220,0.087
lag_3,364726040.0,55,0.073
lag_7,252491661.6015625,68,0.051
price_change_30d,133685448.0,68,0.027
lag_14,122740220.0,54,0.025
rolling_std_30,61272597.0,56,0.012
month_sin,58736860.0,33,0.012
WeekOfYear,34388481.0,34,0.007
Month,2634204.0,5,0.001
