Feature,Gain,Split,Gain_pct
rolling_mean_7,380548719490.0,346,97.843
price_change_7d,2433704324.0,258,0.626
rolling_mean_30,2380270725.0,96,0.612
lag_3,1315669493.0,57,0.338
District,906396692.0,238,0.233
lag_7,319320649.0,60,0.082
price_change_30d,281291580.0,87,0.072
month_sin,243341054.0,45,0.063
WeekOfYear,230722094.0,72,0.059
lag_14,181799774.0,45,0.047
rolling_std_30,92684417.0,61,0.024
Month,4410308.0,5,0.001
